x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,target
0.796862803,-0.787977326,0.478634018,0.002226769,-0.708616038,0.930439186,-0.015394823,0.582446203,0.528275411,-0.232064291,-8.309951241
-0.043582564,-0.240020446,-0.932410134,-0.826046019,0.532768478,-0.83415239,0.985517866,0.754975843,-0.877354854,0.153708973,6.679084597
-0.871501479,-0.979036243,0.513722505,-0.476489942,0.027254626,0.738034342,-0.605306738,-0.285695028,-0.484111365,-0.591930957,-4.91400558
-0.693372361,0.787017611,-0.590100468,-0.676106705,-0.624645815,-0.36046244,0.879136627,-0.77399597,0.396343969,-0.740207036,-7.532405932
0.065191222,0.689841024,-0.645854614,-0.656088339,0.047982735,-0.311816645,-0.77562138,-0.676127955,-0.757984339,0.62048709,18.16169351
0.747514709,-0.799344395,-0.963591599,0.184125129,0.12801078,-0.375704895,-0.727951823,-0.368054463,-0.484113156,-0.452429403,9.086380935
0.628872694,0.141618636,-0.508830701,0.93169328,-0.290010438,-0.877123266,0.219037443,-0.641429016,0.692326314,-0.509368272,3.106390175
0.72421914,0.616426288,-0.464517395,-0.595009937,-0.492530439,0.508170894,0.684409104,-0.539539095,0.111678894,0.709397565,4.269028283
0.397269036,-0.119280594,0.28268659,0.882420754,0.580790292,0.101327869,-0.762424678,-0.495326945,-0.505683663,0.358459301,15.19472841
-0.862122731,-0.314349574,-0.78325527,-0.006281857,0.754520207,-0.826587255,0.160209819,0.503391764,-0.700959399,0.12508784,16.69199141
0.125640683,-0.019138683,-0.088058802,-0.491743073,-0.867669623,-0.883363344,-0.381957886,-0.287185662,0.353704787,-0.037453799,2.451830988
0.73318679,0.054563841,0.046866594,-0.988848361,0.537061526,0.41463094,-0.684352839,-0.252569411,0.360439963,-0.172509186,4.807543029
0.366044013,-0.689074074,-0.251349733,-0.127991114,-0.488796608,-0.658874562,-0.603123816,0.702161409,-0.314412634,-0.38372278,1.893405165
0.002640941,0.929100037,-0.972279083,0.798403126,0.121648843,0.481254632,0.289962879,0.033450152,0.439449068,0.40118583,17.17941249
0.973311597,0.677109105,0.878148629,0.854550628,0.775087916,0.306436517,0.971675146,0.271652089,0.697604382,-0.092812729,-3.015033734
-0.793524787,-0.566122388,-0.199049774,-0.093371548,0.547713104,0.651638503,-0.587385824,-0.081366462,0.027799046,0.771621215,18.4701448
0.543157957,0.05955221,-0.454656704,-0.367554826,0.847293339,-0.534283451,-0.972285754,-0.109761923,0.562106473,-0.804625164,9.97735481
-0.812074811,-0.529522788,-0.555543024,0.290532396,0.673189753,-0.286411441,-0.878958146,0.503797722,0.159740338,0.877740081,28.79735161
0.862660733,-0.701385006,-0.16748073,0.616556666,0.105543239,0.598106342,-0.011509617,0.772919805,-0.194519098,-0.152077221,3.498459921
0.060077942,0.840715707,0.127524863,-0.299768015,-0.319625754,-0.276233768,-0.712540914,0.868317486,-0.427880245,0.732872236,15.45006264
0.292961823,0.953464497,-0.14431428,-0.300044259,-0.138897981,-0.588208089,0.349753049,-0.408844976,0.6422125,-0.058385492,4.434866822
-0.276056909,0.640280138,0.294026867,0.819875029,0.669277336,0.236700218,-0.833677579,-0.49642223,-0.462860453,-0.873385254,5.879755354
-0.784742522,-0.063462551,-0.32478947,0.485101144,0.076024658,0.540352707,-0.179495781,0.974963995,-0.857476256,0.288877331,14.39633392
-0.411665151,-0.994721357,-0.542972815,-0.956008085,-0.772210345,0.100642844,0.309860504,-0.017315929,0.282530827,0.367255645,1.48368834
0.39256799,0.855077382,0.16231258,-0.387341336,-0.065986793,-0.563103784,-0.088164998,0.175852812,-0.123651978,0.013277688,5.021132181
0.189125333,0.81515191,0.581090485,-0.653463099,-0.207893499,-0.938376892,-0.079882782,0.197364043,0.15534515,0.634202396,8.199371872
0.952952382,0.926690051,-0.117165623,-0.483281164,-0.535641086,-0.609728803,-0.061395846,0.247073187,0.836457891,0.236280305,4.495267404
0.940914061,-0.687236468,0.999734042,-0.426348623,-0.611596862,0.951791618,-0.630804826,-0.793598763,-0.77811062,-0.274497581,-11.74755345
0.650834596,0.511119956,0.627806381,0.800751001,-0.586578986,0.042345529,0.792544464,0.013133525,0.589771248,-0.469244561,-11.16879455
0.450410812,0.081423552,0.885924063,0.007405588,0.248090703,-0.102765485,0.388710994,0.899943898,-0.899330267,-0.391036983,-8.215249537
-0.112634831,0.138604879,-0.945469616,-0.648711387,0.821475671,-0.629157163,-0.873493696,-0.523499356,0.440029852,0.194490924,23.39454019
0.632711408,-0.865266202,-0.297145038,-0.328777067,0.65173137,-0.672260256,-0.540055337,-0.586557254,0.81778223,0.048766194,11.38407919
-0.978877377,0.777362818,-0.255403707,-0.579851394,0.228284363,-0.396229022,0.437142016,-0.136368681,0.450214607,-0.733332824,0.261225158
0.991747514,-0.461951147,-0.893590377,0.482707468,0.727634585,-0.868978399,0.955457741,0.837022573,0.68009418,0.82495977,19.30896401
-0.523003235,-0.394791145,0.578448188,-0.190016563,-0.249234489,0.829746048,-0.13806372,0.437616181,-0.823207525,-0.497577748,-7.414563831
0.304940383,0.368102413,-0.07004066,-0.425889554,-0.125845642,-0.813247586,-0.443588023,-0.658141793,0.645993164,-0.724324296,1.038883206
0.737036017,-0.377915355,0.489377559,0.544631549,-0.900926891,-0.786040278,0.025552237,-0.33416326,-0.630562547,-0.229067341,-4.745906773
0.579970444,-0.68228941,0.327775807,-0.844959279,0.69881958,0.657729871,0.575242033,0.901613591,0.500003823,-0.6007188,-10.28785949
-0.432346849,-0.955159931,0.268150444,-0.806548609,0.483747655,0.73447274,0.317342464,-0.151214283,-0.449737439,0.316793217,-0.123264742
-0.314751202,-0.111539266,-0.922051148,-0.303494296,0.233155912,0.462618312,-0.808663819,-0.057316713,0.319038155,0.719927521,22.96186365
-0.191130101,-0.063024432,-0.390419152,0.58731486,-0.846868151,0.15332838,-0.084269735,0.85289213,-0.901439776,-0.994967701,-4.32333055
0.110803241,-0.900277187,-0.468981446,-0.740323068,0.164358053,0.554354209,-0.556915518,0.719740715,-0.700939549,0.119532172,9.918899418
-0.211709755,0.835242442,-0.525301723,-0.310226603,-0.260626067,0.173330437,0.105106614,0.918349905,0.811328611,0.503995665,14.04992658
-0.876847058,0.899563605,0.335142227,0.448151584,0.621463061,0.224504363,0.459322535,0.288961185,-0.568846624,0.546582358,10.25072339
-0.333388989,-0.326175012,-0.547498933,-0.444297688,-0.310104029,-0.892491684,-0.157167467,-0.972105532,-0.375111575,-0.439998756,1.899747413
0.384174696,-0.03286928,-0.787230896,-0.223256545,-0.535944604,-0.434277817,-0.166590558,0.827304296,0.064294614,-0.919985964,-2.058430504
0.712172254,0.500623003,0.11845926,0.101196144,-0.923974277,-0.174273452,-0.42744512,0.737984436,0.051312952,-0.594391236,-2.569332099
0.678960249,0.147206472,0.575951511,0.440814522,0.572282731,-0.99946914,0.109524636,0.49360528,-0.41420848,-0.397499875,-1.76952701
-0.301759366,0.325453722,0.611327168,-0.361838255,-0.047846303,-0.673703058,0.171795192,-0.814626356,-0.354792126,0.166759608,0.367906037
0.591291594,0.162564256,-0.061561357,-0.804754001,-0.01915855,0.896054004,-0.52078524,0.543347889,-0.952301399,-0.837477162,-5.620595157
0.393569012,-0.598256651,-0.583363682,-0.945505445,0.875119741,0.399392197,-0.958874773,0.814567997,-0.955217857,0.343239326,17.0356691
0.707209496,0.986007359,0.129903668,0.030182523,0.8928799,-0.102857684,-0.899715034,-0.108896395,-0.324446933,-0.169317291,12.97086208
0.651358072,0.886937045,0.338544362,0.134618752,0.786665311,-0.126411268,-0.450663424,0.045027759,-0.655662785,-0.151673305,8.444403655
-0.730067037,-0.267423821,0.434013749,-0.379207707,-0.441298262,0.516520428,0.227140899,-0.857972027,-0.73558231,0.219079147,-4.033229814
-0.920970275,-0.789536577,-0.44685051,0.783096961,-0.487047259,-0.213485577,-0.479495449,-0.824596596,-0.467151809,0.645969196,17.08178651
-0.354440577,-0.661181681,0.594263938,-0.028178023,-0.672219588,0.529842916,0.987118691,-0.118080443,0.185370138,-0.039658138,-12.55576932
-0.657178709,0.446536528,0.140210152,0.093267719,-0.877363101,-0.867383101,-0.315788917,0.083882415,-0.243580546,-0.141499362,3.771556089
-0.464840858,-0.743926841,0.76790355,0.374826987,0.677263912,-0.301830578,0.278475646,0.587005225,-0.626420047,0.649002363,6.09620115
0.761702594,0.431062633,-0.850720884,0.186987804,0.673949612,0.195907858,0.227063344,0.349061491,0.725336774,-0.062856609,12.99240041
0.808496175,0.13538456,0.620523106,-0.624125256,-0.207072104,-0.559651532,0.071390352,0.193806083,-0.216686934,-0.922452412,-13.60933904
0.554175846,0.612636829,-0.058765742,-0.872327281,-0.931319979,0.657728853,-0.111737463,0.281849858,-0.432024628,0.268405795,-0.003630487
-0.23204026,-0.326942533,-0.984495444,-0.996217709,0.42859593,-0.393680234,0.871766687,0.217105824,-0.945483784,0.875118213,14.53951217
-0.038715747,-0.709790547,0.474223973,0.159077504,0.334275893,0.734476933,-0.057130802,-0.393020079,0.056626067,0.94676177,10.18908136
0.954427923,0.922171655,0.839958932,0.977520588,-0.499552948,0.451959391,0.312484575,0.653536515,0.503798238,0.07107396,-3.107624578
0.958400721,0.896466574,-0.627415976,0.230275186,-0.791066503,-0.105827791,-0.389014931,-0.589228792,-0.598262206,-0.945303579,-2.825375099
0.854131373,-0.989665348,0.437882624,0.909344898,-0.750983705,-0.186263557,-0.586692749,-0.376721452,0.469153621,-0.441064612,-3.087437569
-0.982511187,-0.085835486,0.103729642,-0.22073069,-0.811282958,-0.821530902,-0.623320508,-0.949125713,0.968035691,0.700458744,13.52444889
0.412075148,-0.191713569,0.864754711,-0.202734745,-0.696648501,-0.008715391,0.774572283,-0.112439241,0.698408807,-0.063966652,-12.6255199
-0.532417613,0.265817457,-0.34594197,-0.581778793,-0.726588566,-0.873035064,-0.815540846,0.213671644,-0.475408431,-0.103538151,8.977492442
-0.365644851,-0.921237926,-0.74882531,-0.001009477,0.055039206,0.624874688,-0.189844661,0.13083861,0.162856881,-0.609450459,3.296030391
-0.066153553,0.275790026,-0.877310417,-0.752186837,-0.802620196,0.041660205,0.170923713,0.64247326,-0.396692598,0.534183174,8.130461241
0.629898888,0.081072627,0.717293609,0.800605138,0.648226478,0.924548498,-0.686668856,0.631127362,0.60003763,-0.217979447,5.237012275
-0.920981333,0.37222225,0.033036159,-0.205329559,-0.443847678,0.562761366,0.415383245,-0.189498153,0.507013742,-0.444910186,-6.187327085
0.095881854,0.019538019,0.963681967,-0.722479286,0.394775217,-0.550329854,0.124575293,-0.645630358,0.351114124,0.634739557,2.770158731
-0.163060516,0.37768877,0.789839696,0.584826395,0.591468779,0.522441051,-0.332370664,0.244599149,0.717144003,0.070623669,7.953622888
-0.706617985,-0.794287215,0.576477776,0.582174017,0.387313541,0.048218584,0.661111031,0.780864609,0.609222263,0.68102249,6.450409352
0.781736804,-0.696960029,-0.656500949,0.536300022,-0.063406855,-0.355845558,0.943471061,0.062436307,0.617715403,-0.687070464,-4.00176683
0.67524918,0.796825458,0.896019377,0.377589078,0.33060868,-0.556847886,-0.112567442,-0.510924249,-0.243142824,0.971382602,11.14381452
0.041889366,0.675473293,-0.966043153,-0.393980469,0.907313891,-0.204428308,-0.885235913,-0.470520773,0.568915253,-0.624687772,15.56014412
0.110955401,-0.532991851,-0.803780816,-0.889923115,0.457940841,0.820169108,-0.938142042,0.756202087,0.670541249,0.626426266,21.1833305
-0.751610226,0.057690494,0.96061046,-0.630146955,0.220518628,-0.062018915,-0.240532672,0.422261223,-0.155108668,-0.503622953,-4.051292649
0.905930377,-0.976680493,0.715879657,-0.128386272,0.003751822,-0.695621942,0.809716188,-0.375049487,0.253592373,-0.326830707,-13.38869719
-0.517313206,-0.623489976,0.557276896,0.003041341,0.844228147,0.651390065,0.88186628,0.393862648,0.025417892,0.248526985,-0.739027322
-0.249224623,-0.849331207,-0.804008332,0.943412778,0.910736079,-0.364570542,0.425116354,-0.286733679,-0.047485028,0.037896947,14.68612788
0.13049138,-0.243859369,0.094533621,0.325194146,-0.003901504,-0.573007512,0.643719056,-0.214937254,0.700059891,0.192340945,3.178529327
-0.375565651,0.046403942,-0.242195586,-0.397718203,0.803847287,-0.240082424,0.283645375,0.164798684,-0.650645517,-0.01854,6.592361544
-0.143381832,0.288311993,0.965452652,-0.517749078,0.144062478,-0.072332978,-0.55137496,-0.373778012,0.841093781,0.710346617,10.37207442
0.144747052,0.19400613,-0.70338145,-0.814596193,-0.841154903,-0.90958264,-0.856689514,-0.641611171,0.097627907,0.764385288,17.05253766
0.925636339,-0.616965195,0.149080205,0.124765917,0.460782922,-0.281288603,0.443104592,0.065126497,-0.656943006,0.580508689,4.758128767
0.47166443,-0.074190535,0.296153338,-0.445154774,-0.663769782,0.810933033,-0.35971921,0.660900581,0.928762497,0.326834658,3.673000932
-0.721445552,-0.748938184,-0.382094924,0.118710091,0.832502364,-0.333618733,0.807860699,-0.722043446,-0.386092946,-0.28257167,1.55359568
-0.4223836,0.131296995,-0.819424638,-0.625082496,-0.602333278,0.202318605,-0.123729788,0.440496698,-0.517628247,-0.654352263,0.443843663
-0.059736329,-0.386122881,-0.167717999,-0.440081454,-0.59399376,-0.016470921,0.169461114,-0.775512103,-0.66280543,-0.591426577,-8.34578576
-0.847339627,-0.630564333,0.334752898,0.047344682,-0.446291138,-0.308103166,-0.248655102,-0.198904189,0.990692767,-0.077362328,1.763531178
0.255919695,-0.264712502,0.558044956,-0.898229762,-0.362273486,0.360909575,-0.702812474,-0.830340586,0.806731101,0.646978931,4.986230167
-0.936878299,-0.812353187,0.889020109,0.319149217,0.209500778,-0.325001391,-0.029776145,-0.249143691,0.409805781,0.039035041,0.268960392
-0.219500967,-0.284124746,0.409159826,-0.507417204,-0.22479998,-0.640062695,0.224411025,0.038435542,-0.494298092,-0.41605512,-7.134477339
0.957236725,-0.039005172,0.071658276,0.172764459,-0.837619648,-0.030409413,-0.626019852,0.608098372,-0.947888744,0.629212086,7.416245096
0.717382918,0.471889494,0.637929686,0.759485812,-0.64869526,-0.357419412,0.265953707,-0.220008056,0.957258543,-0.759971534,-10.21309208
0.844131907,-0.42765662,-0.116757214,0.353875121,-0.314481935,0.87378244,0.397371188,-0.656038289,-0.013922011,0.984879481,6.425651673
-0.119777413,0.60153229,-0.012858284,0.915097699,0.882899242,-0.133386894,0.239561858,-0.11117843,-0.862689845,0.45243195,15.81194409
0.939554069,0.075763027,-0.183463443,0.452850408,-0.755058549,-0.340170604,-0.517545285,0.229028332,-0.863010508,-0.848090874,-2.791164188
-0.067961281,-0.349246315,-0.091404751,0.756355311,-0.591722111,0.182988352,-0.400760036,-0.986700412,-0.436310254,-0.872793874,-4.496729247
0.653609182,-0.447747781,0.771966533,0.143762625,-0.280301511,0.236397743,0.708518781,-0.080340485,-0.148406663,-0.751873314,-16.38300129
-0.37458841,-0.23103061,0.97511047,-0.757609605,-0.26341106,-0.164337949,0.441874213,-0.300293786,-0.661101772,0.404010534,-7.249826643
0.60384123,0.300092123,-0.647291237,-0.316640964,-0.620239223,0.919403514,-0.682476501,0.046213088,0.174794237,-0.402822561,3.351347954
0.255202594,0.773671426,0.404350297,-0.581336103,-0.013420097,0.075931649,0.805637981,0.691013774,0.338575435,-0.123399997,-6.8314224
-0.766951047,-0.770206685,-0.781657691,0.974137939,0.367491811,-0.708231099,0.810691515,0.357160319,0.152610728,0.203545968,13.83392695
-0.505205765,0.990795242,-0.4429129,0.852713477,0.969131107,-0.066836725,0.852321708,0.090754079,0.052600516,0.312051752,13.89271173
0.064815653,0.230867237,-0.864364718,-0.483877051,0.652977417,0.647995262,0.483281178,-0.008545434,0.829422861,0.2110264,12.38074694
-0.120052972,0.768456631,0.277586511,0.435174681,-0.9175497,0.537047677,-0.152619348,0.470941933,0.319346417,0.624708374,7.515530655
-0.409918922,-0.442777342,0.493305427,-0.963478834,-0.597525314,0.567446608,0.03993525,0.727263931,-0.151154138,-0.527786497,-12.41087356
0.557547156,0.294854394,0.716014583,-0.955344554,-0.703836173,0.457224871,-0.078410665,0.512574278,-0.088422733,0.543955324,-2.193186105
0.655161724,-0.974951718,0.478678814,0.5460003,0.221661797,0.871011175,-0.582597088,0.745092973,-0.313075749,-0.956296946,-3.936655851
-0.527570833,0.737141808,0.467021734,-0.883627583,-0.973859061,0.540492814,0.736086403,-0.353352105,0.091054509,-0.615029538,-15.46659578
-0.870740719,0.886085416,-0.87927265,-0.200983387,-0.165077843,0.968721332,-0.797677346,0.242033543,-0.864997424,0.077114087,15.40504019
0.537982511,-0.692450589,-0.118853725,-0.721314267,-0.709002124,0.281930152,0.724898771,-0.435100436,0.188934926,0.079474988,-8.656747225
-0.820513532,-0.095292505,0.154556112,-0.519173755,0.272556204,-0.644573323,-0.550447472,0.013373229,0.49974417,-0.082427645,11.52528262
-0.096956115,-0.297463692,-0.021452077,0.669200997,0.327056774,-0.388115276,0.654539124,0.631763442,-0.197547297,-0.323355163,0.995602239
0.426879074,0.915458116,-0.229332483,0.577768017,0.112778451,0.75811685,0.240821309,-0.290386091,-0.499003942,-0.23534443,4.473053595
-0.429957935,-0.117607318,0.152657477,-0.127849413,0.868237252,0.797937499,-0.281133096,-0.218168997,-0.722248536,-0.068326966,6.387247518
0.283055056,-0.23694198,-0.33264342,-0.249287117,0.30789445,-0.463302563,-0.156595776,-0.623775163,-0.153906295,-0.76414225,-0.007166256
-0.907461839,0.122877605,0.463821309,-0.025131044,0.850540823,0.990089171,-0.786601137,0.118427108,0.570135893,-0.386585172,8.446084705
0.047413532,0.372820698,0.873367131,-0.872858615,0.439579307,-0.57575229,-0.333476656,0.418558249,0.016461686,0.999057158,11.55849633
-0.190445419,0.952018309,0.935122232,0.841852273,-0.388566689,-0.309409414,-0.806484113,0.816499147,-0.751601171,0.718352483,12.59207292
-0.12758712,0.390483486,0.092566783,0.231829956,0.659484899,0.632087726,-0.011541238,0.569437985,0.071247789,-0.081182755,5.86971788
0.180001642,-0.554219408,0.999487655,0.650404001,0.262341947,0.347175057,-0.66166405,0.696564143,0.935144716,0.857628443,12.72065172
0.024469305,0.637806404,0.855678328,0.962573078,-0.434164815,-0.93976764,0.204937545,0.106896394,-0.275989533,0.371330945,3.331418011
0.168451693,0.750048366,0.671997848,0.203307065,0.088485062,0.957996093,-0.033644159,-0.918357877,0.55255226,-0.10680126,-0.978752853
0.492240021,-0.287018729,0.712232691,0.343170803,-0.613442436,-0.013673197,-0.353974804,0.48828323,0.228293702,0.617063424,4.671440752
-0.695614125,-0.504063966,0.401786867,-0.657389768,0.011548408,0.829864472,-0.513991887,-0.804015531,0.070853194,-0.587421464,-4.175015509
-0.913835887,0.30291107,-0.280758782,0.070192506,0.589833375,-0.068284872,0.07551582,0.020552595,0.342561777,0.449321171,15.5162459
0.273364497,-0.217696487,-0.430087381,0.923928808,-0.673348568,-0.784909736,0.292763842,-0.335003535,0.422869511,-0.956110205,-5.701829001
0.004249407,0.043286669,-0.83782424,0.55583394,-0.244318737,0.234056948,-0.997807841,0.741760407,-0.119587922,-0.560207992,13.65593149
0.36737004,0.156983104,-0.8703327,-0.707467988,0.491273816,-0.566219732,-0.606899233,-0.643853388,-0.956980558,0.972265072,23.03878882
0.105365142,-0.736238367,-0.554022975,-0.014630925,0.9550476,0.004210507,-0.130761557,0.436265774,-0.653579046,0.994825924,22.75909367
-0.64469993,0.136421476,0.480324922,-0.671810259,-0.695737567,-0.05761967,0.130993248,0.106755232,-0.995510699,0.953639938,3.037328004
-0.258007962,-0.633523229,0.038807243,0.888588114,0.89199759,-0.14857493,0.832677067,0.6842093,0.044427555,-0.70786219,-1.827288387
0.831012421,-0.08270281,0.511948061,0.488190764,0.564394615,-0.313177533,-0.800598198,0.822200234,-0.018868423,0.658868995,16.12412108
0.99595249,0.306049123,-0.161292759,0.744991731,-0.288650336,0.573036219,0.587936026,0.080364815,-0.739250848,0.455419165,4.975444367
0.819204879,0.244411848,0.979377594,-0.957158007,-0.424989779,-0.863732051,0.476568886,0.588626364,0.401618566,0.809941016,-3.226996703
-0.67647624,-0.014402144,-0.53287071,-0.936053748,-0.833776641,0.942594432,-0.729828752,0.68230395,-0.887451049,0.581395616,10.13358287
0.001135925,0.407939607,-0.680287758,-0.858127848,0.278449551,-0.072897244,-0.0225818,0.789136097,-0.597011574,0.277839761,10.43140674
-0.729891431,0.301216517,-0.76673011,-0.079653057,0.12620746,-0.720655516,-0.729431937,0.060573567,-0.416992908,-0.315335124,14.10342711
0.018765013,0.325509383,0.295437012,0.201633791,0.593099752,0.012626279,0.996948199,-0.820009863,-0.229585929,-0.169746375,-3.397642392
-0.143893982,-0.118368713,-0.849478229,-0.971607747,-0.425966208,-0.203675028,-0.817434657,-0.670978691,0.805342392,0.315101258,13.36392647
-0.960082753,0.230647076,-0.907870557,-0.483950674,0.833925674,-0.332197589,-0.161229846,0.793816798,0.457426505,-0.775048187,11.61893697
0.867671244,0.820971553,0.683752849,0.650137133,0.667742138,-0.198661791,0.19975681,-0.231375682,0.949892855,0.657851984,10.65050299
0.10590183,0.703605313,0.803624882,0.866165948,-0.01533427,-0.642117398,-0.965585914,0.754790205,-0.162991599,-0.752342235,3.26996618
0.219451852,0.967739379,-0.553495644,-0.12188859,-0.155333894,0.986881076,-0.173431591,-0.363860366,-0.88259465,-0.863332218,-3.471978179
0.840984688,-0.73031527,-0.784383903,0.495372324,0.611509841,0.762353725,-0.89947785,0.4574292,-0.294207388,0.185390056,19.46595503
0.971660453,-0.743037838,0.587907141,0.875661406,0.287212818,0.824283034,0.856483827,0.555512969,0.246717002,0.721868398,1.942008102
-0.770864139,-0.32554555,-0.833513481,0.268479321,0.782591163,0.05119783,-0.249925144,0.26967389,0.123119826,-0.317288024,15.77318433
0.780177216,-0.120470704,0.647678426,-0.924586769,-0.441436479,0.601008806,0.216333025,0.874473746,0.63520028,0.062539753,-7.293135181
-0.876069111,-0.134045932,-0.436793556,0.528289646,0.71980932,-0.985045823,-0.701153304,0.713217676,0.936137931,0.5061313,26.67483424
0.672536193,0.448862724,0.180989843,-0.799384094,-0.102009233,0.919870767,-0.080905823,0.195932367,-0.949418552,-0.787463427,-9.689932655
